参数1_文本,参数2_文本,参数3_文本,参数4_文本,参数5_文本,参数6_文本,书名,章节名称
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,可此时，他却在拔刀之间，干脆利落杀了三执事陆山！,万仙来朝,第2章 谁赞成，谁反对
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,一切发生太快，也太出人意料！,万仙来朝,第2章 谁赞成，谁反对
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,甚至没人看到，那把三尺长刀是如何出现在陆夜手中的。,万仙来朝,第2章 谁赞成，谁反对
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,灵堂内外，鸦雀无声。,万仙来朝,第2章 谁赞成，谁反对
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,唯有香烛烟雾弥漫。,万仙来朝,第2章 谁赞成，谁反对
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,“姐，不必再跟他们废话，在绝对实力面前，任何挣扎都将被碾压！”,万仙来朝,第2章 谁赞成，谁反对
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,冷不丁地，潘云锋走了出来，盯着陆夜道，“我们不装了，摊牌了，我们潘家就是要掌控你们陆家！不服？憋着！”,1,,万仙来朝,第2章 谁赞成，谁反对
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,砰！,万仙来朝,第2章 谁赞成，谁反对
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,陆夜刀柄倒转，狠狠砸在潘云锋脑袋上。,1,,万仙来朝,第2章 谁赞成，谁反对
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,潘云锋脑门剧痛，眼前发黑，直挺挺昏厥倒地。,万仙来朝,第2章 谁赞成，谁反对
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,“抱歉，没憋住。”,2,,万仙来朝,第2章 谁赞成，谁反对
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,陆夜扭头盯着潘盈袖。,万仙来朝,第2章 谁赞成，谁反对
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,说话时，手中刀锋早已抵在潘云锋脖颈处，“接下来，大嫂最好安分点，也别再说话，万一我手滑……”,万仙来朝,第2章 谁赞成，谁反对
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,潘盈袖美眸收缩，俏脸铁青，万没想到，陆夜竟猖狂到敢当着自己的面挟持弟弟！,万仙来朝,第2章 谁赞成，谁反对
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,投鼠忌器，潘盈袖尽管气得胸腔欲裂，却只能忍着。,万仙来朝,第2章 谁赞成，谁反对
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,陆夜目光一扫陆家所有族人，道：,万仙来朝,第2章 谁赞成，谁反对
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,“如今，宗族内忧外患，深陷困境，事急从权，我决定自此刻起，由我来继承家主之位，主持大局！”,1,,万仙来朝,第2章 谁赞成，谁反对
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,少年身影挺拔，眉目如手中刀锋般慑人。,万仙来朝,第2章 谁赞成，谁反对
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,陆夜竟然还要当家主？,1,,万仙来朝,第2章 谁赞成，谁反对
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,此话一出，简直石破天惊！,万仙来朝,第2章 谁赞成，谁反对
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,“我话说完，谁赞成，谁反对？”,3,,万仙来朝,第2章 谁赞成，谁反对
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,字字铿锵如碎冰落地，在这弥漫着血腥的灵堂内外久久回荡。,万仙来朝,第2章 谁赞成，谁反对
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,字字铿锵如碎冰落地，在这弥漫着血腥的灵堂内外久久回荡。,万仙来朝,第3章 祖师印记 破而后立
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,夜已深，空中飘着丝丝细雨。,万仙来朝,第3章 祖师印记 破而后立
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,回到自己房间后，陆夜拎着一壶酒，仰头畅饮了一大口。,7,,万仙来朝,第3章 祖师印记 破而后立
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,在他小时候，作为家主的父亲陆天渊就和母亲姜素雪一起离开宗族。,4,,万仙来朝,第3章 祖师印记 破而后立
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,至今已有十三年，音讯全无。,1,,万仙来朝,第3章 祖师印记 破而后立
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,当时，陆家所有老人还是一致决定，除非家主陆天渊死，否则家主之位会一直为陆天渊留着。,万仙来朝,第3章 祖师印记 破而后立
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,像大嫂潘盈袖妄图篡权，也仅仅只是想夺取少主之位，间接掌控陆家大权。,万仙来朝,第3章 祖师印记 破而后立
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,不过，今天在灵堂之上，陆夜已成为家主。,1,,万仙来朝,第3章 祖师印记 破而后立
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,陆家族人没有一人反对！,万仙来朝,第3章 祖师印记 破而后立
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,陆夜能感受到，大哥和陆家那些族人是由衷地为自己高兴。,万仙来朝,第3章 祖师印记 破而后立
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,大哥还亲手把祖传铜印交给了自己。,万仙来朝,第3章 祖师印记 破而后立
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,唯有潘盈袖和其弟弟潘云锋最为憋屈，今天离开灵堂时，脸色一个比一个难看。,万仙来朝,第3章 祖师印记 破而后立
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,这时候，一个老仆前来拜见，禀报道：“少夫人说了，如今二少爷已是家族之主，希望二少爷能尽快把赊月楼的事情解决了。”,2,,万仙来朝,第3章 祖师印记 破而后立
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,“这是赊月楼的一本账簿。”,万仙来朝,第3章 祖师印记 破而后立
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,老仆把一本账簿双手呈给陆夜。,万仙来朝,第3章 祖师印记 破而后立
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,陆夜皱眉道：“赊月楼怎么了？”,万仙来朝,第3章 祖师印记 破而后立
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,赊月楼，既是陆家的一座典当行。,万仙来朝,第3章 祖师印记 破而后立
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,也是陆家最初扎根在天河郡城时的一块祖地。,万仙来朝,第3章 祖师印记 破而后立
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,最重要的是，赊月楼后边的祖宅中，藏着一个大秘密！,万仙来朝,第3章 祖师印记 破而后立
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,老仆连忙回应道：“七天前，赊月楼被秦无伤霸占了。”,1,,万仙来朝,第3章 祖师印记 破而后立
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,“秦伯父？”,万仙来朝,第3章 祖师印记 破而后立
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,陆夜一怔，眉头皱起。,万仙来朝,第3章 祖师印记 破而后立
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,九岁那年，在宗族长辈撮合下，他与千年世家秦氏的嫡女订亲。,1,,万仙来朝,第3章 祖师印记 破而后立
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,他的“未来岳父”，便是秦氏族长，秦无伤！,万仙来朝,第3章 祖师印记 破而后立
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,在整个苍州境内，秦无伤都属于最顶级的大人物，拥有修行第四境“玄炉境”修为。,5,,万仙来朝,第3章 祖师印记 破而后立
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,名副其实的一位“人间武宗”！,2,,万仙来朝,第3章 祖师印记 破而后立
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,这样一个强大存在，怎会侵占陆家的赊月楼？,万仙来朝,第3章 祖师印记 破而后立
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,“你退下吧。”,万仙来朝,第3章 祖师印记 破而后立
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,半晌，陆夜挥手让老仆离开。,万仙来朝,第3章 祖师印记 破而后立
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,潘盈袖让自己去找秦无伤算账，分明不安好心。,万仙来朝,第3章 祖师印记 破而后立
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,可最终，陆夜还是决定，明天就去见一见秦无伤。,万仙来朝,第3章 祖师印记 破而后立
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,因为赊月楼陆家祖宅中所藏的秘密，足以影响陆家上下所有人的命运。,万仙来朝,第3章 祖师印记 破而后立
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,不容有失！,万仙来朝,第3章 祖师印记 破而后立
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,“若是二叔还在就好了……”,万仙来朝,第3章 祖师印记 破而后立
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,陆夜心中喃喃。,万仙来朝,第3章 祖师印记 破而后立
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,他的二叔名叫陆星移。,1,,万仙来朝,第3章 祖师印记 破而后立
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,一个在大乾天下叱咤风云的巨擘。,万仙来朝,第3章 祖师印记 破而后立
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,号称“玄炉剑魁”！,万仙来朝,第3章 祖师印记 破而后立
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,其修为在第四境玄炉层次，是名震大乾的“人间武宗”之一。,1,,万仙来朝,第3章 祖师印记 破而后立
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,陆星移一个人，便撑起了陆家的半边天，让陆家从一个三流小家族一跃成为四品家族！,万仙来朝,第3章 祖师印记 破而后立
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,然而，按照大哥陆霄所说，在贪狼关一战之后，二叔就离奇消失了！,2,,万仙来朝,第3章 祖师印记 破而后立
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,“贪狼关一战，究竟藏有多少不为人知的隐情？”,万仙来朝,第3章 祖师印记 破而后立
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,陆夜陷入沉思。,万仙来朝,第3章 祖师印记 破而后立
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,半个月前，大乾北境的“巫妖族”忽然调遣大军，大举入侵贪狼关。,万仙来朝,第3章 祖师印记 破而后立
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,十天前，陆家老人接到一封来自陆星移的密信，当天便起程离开，没人知道他们去了何处。,万仙来朝,第3章 祖师印记 破而后立
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,七天前，贪狼关沦陷，大乾这边全军覆没。也是当天，陆家那些老人全部为国牺牲的消息，传回了陆家。,万仙来朝,第3章 祖师印记 破而后立
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,这件事，有着太多的蹊跷和疑点，可惜大哥陆霄也不了解真相，无法为陆夜解惑。,万仙来朝,第3章 祖师印记 破而后立
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,陆夜只能推断出，无论是二叔陆星移离奇消失，还是陆家那些老人全部战死在贪狼关，必然另有隐情！,3,,万仙来朝,第3章 祖师印记 破而后立
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,很快，陆夜收起账簿，盘膝而坐，周身气机随之轰鸣运转。,万仙来朝,第3章 祖师印记 破而后立
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,一缕缕淡青色的元气在其肌肤上氤氲而出，虚幻空灵。,万仙来朝,第3章 祖师印记 破而后立
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,引灵、紫府、金台、玄炉、黄庭！,万仙来朝,第3章 祖师印记 破而后立
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,随着陆夜静心感应，灰濛濛的神魂识海中，十九颗星辰高悬，各自散发出不同的神韵和恐怖气息。,万仙来朝,第3章 祖师印记 破而后立
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,有的灿若大日，光芒璀璨。,万仙来朝,第3章 祖师印记 破而后立
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,有的冷冽如冰雪，飘洒如梦似幻的寒光。,万仙来朝,第3章 祖师印记 破而后立
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,不一而足。,万仙来朝,第3章 祖师印记 破而后立
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,那是十九位祖师级人物的意志封印！,3,,万仙来朝,第3章 祖师印记 破而后立
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,每一个封印，皆藏有一位祖师所留的遗物。,万仙来朝,第3章 祖师印记 破而后立
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,有遗嘱、传承、信物、宝物等等。,1,,万仙来朝,第3章 祖师印记 破而后立
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,感受着那十九颗星辰的气息，陆夜思绪如飞。,万仙来朝,第3章 祖师印记 破而后立
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,昏睡那三年，在“九狱剑图”不可思议的作用下，陆夜以神魂的方式，进入到一座神秘战场中。,万仙来朝,第3章 祖师印记 破而后立
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,那里是灵苍界的“域外战场”。,2,,万仙来朝,第3章 祖师印记 破而后立
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,血腥如炼狱。,万仙来朝,第3章 祖师印记 破而后立
【ps：新书来了！诸君，好久不见，见棺发财！】,36,,,,在那三年，陆夜是唯一一个进入域外战场的“小辈”。,万仙来朝,第3章 祖师印记 破而后立
